State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
MN,2016,May,12 month-ending,Number of Drug Overdose Deaths,631,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,633
MN,2016,June,12 month-ending,Number of Drug Overdose Deaths,649,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,651
MN,2016,July,12 month-ending,Number of Drug Overdose Deaths,645,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,647
MN,2016,August,12 month-ending,Number of Drug Overdose Deaths,649,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,651
MN,2016,September,12 month-ending,Number of Drug Overdose Deaths,647,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,649
MN,2016,October,12 month-ending,Number of Drug Overdose Deaths,638,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,640
MN,2016,November,12 month-ending,Number of Drug Overdose Deaths,654,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,656
MN,2016,December,12 month-ending,Number of Drug Overdose Deaths,664,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,666
MN,2017,January,12 month-ending,Number of Drug Overdose Deaths,655,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,657
MN,2017,February,12 month-ending,Number of Drug Overdose Deaths,652,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,654
MN,2017,March,12 month-ending,Number of Drug Overdose Deaths,664,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,666
MN,2017,April,12 month-ending,Number of Drug Overdose Deaths,668,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,670
MN,2017,May,12 month-ending,Number of Drug Overdose Deaths,676,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,678
MN,2017,June,12 month-ending,Number of Drug Overdose Deaths,685,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,687
MN,2017,July,12 month-ending,Number of Drug Overdose Deaths,686,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,688
MN,2017,August,12 month-ending,Number of Drug Overdose Deaths,698,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,700
MN,2017,September,12 month-ending,Number of Drug Overdose Deaths,720,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,722
MN,2017,October,12 month-ending,Number of Drug Overdose Deaths,727,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,729
MN,2017,November,12 month-ending,Number of Drug Overdose Deaths,729,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,731
MN,2017,December,12 month-ending,Number of Drug Overdose Deaths,728,100,0,Minnesota,Numbers may differ from published reports using final data. See Technical Notes.,**,730
MN,2018,January,12 month-ending,Number of Drug Overdose Deaths,718,100,0,Minnesota,Underreported due to incomplete data.,*,716
MN,2018,February,12 month-ending,Number of Drug Overdose Deaths,719,100,0,Minnesota,Underreported due to incomplete data.,*,719
MN,2018,March,12 month-ending,Number of Drug Overdose Deaths,713,100,0,Minnesota,Underreported due to incomplete data.,*,715
MN,2018,April,12 month-ending,Number of Drug Overdose Deaths,698,100,0,Minnesota,Underreported due to incomplete data.,*,700
MN,2018,May,12 month-ending,Number of Drug Overdose Deaths,689,100,0,Minnesota,Underreported due to incomplete data.,*,691
MN,2018,June,12 month-ending,Number of Drug Overdose Deaths,676,100,0,Minnesota,Underreported due to incomplete data.,*,679
MN,2018,July,12 month-ending,Number of Drug Overdose Deaths,686,100,0,Minnesota,Underreported due to incomplete data.,*,690
MN,2018,August,12 month-ending,Number of Drug Overdose Deaths,667,100,0,Minnesota,Underreported due to incomplete data.,*,673
MN,2018,September,12 month-ending,Number of Drug Overdose Deaths,641,100,0,Minnesota,Underreported due to incomplete data.,*,645
MO,2015,January,12 month-ending,Number of Deaths,60902,100,0.018061804210042,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,February,12 month-ending,Number of Deaths,61478,100,0.016265981326653,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,March,12 month-ending,Number of Deaths,61767,100,0.019427849822721,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,April,12 month-ending,Number of Deaths,61945,100,0.019372023569295,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,May,12 month-ending,Number of Deaths,62138,100,0.024139817824842,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,June,12 month-ending,Number of Deaths,62053,100,0.029007461363673,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,July,12 month-ending,Number of Deaths,62257,100,0.02891241145574,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,August,12 month-ending,Number of Deaths,62314,100,0.028885964630741,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,September,12 month-ending,Number of Deaths,62510,100,0.028795392737162,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,October,12 month-ending,Number of Deaths,62571,100,0.027169135861661,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,November,12 month-ending,Number of Deaths,62541,100,0.030380070673638,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2015,December,12 month-ending,Number of Deaths,61995,100,0.029034599564481,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,January,12 month-ending,Number of Deaths,61427,100,0.027675126573005,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,February,12 month-ending,Number of Deaths,61186,100,0.027784133625339,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,March,12 month-ending,Number of Deaths,60919,100,0.027905907844843,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,April,12 month-ending,Number of Deaths,61039,100,0.027851046052524,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,May,12 month-ending,Number of Deaths,60964,100,0.022964372416508,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,June,12 month-ending,Number of Deaths,61135,100,0.024535863253456,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,July,12 month-ending,Number of Deaths,61118,100,0.02454268791518,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,August,12 month-ending,Number of Deaths,61319,100,0.0244622384579,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,September,12 month-ending,Number of Deaths,61271,100,0.024481402294723,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,October,12 month-ending,Number of Deaths,61393,100,0.022803902725066,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,November,12 month-ending,Number of Deaths,61411,100,0.017912100438032,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2016,December,12 month-ending,Number of Deaths,61888,100,0.017774043433299,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,January,12 month-ending,Number of Deaths,62663,100,0.020745894706605,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,February,12 month-ending,Number of Deaths,63125,100,0.025346534653465,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,March,12 month-ending,Number of Deaths,63553,100,0.022028857803723,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,April,12 month-ending,Number of Deaths,63345,100,0.020522535322441,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,May,12 month-ending,Number of Deaths,63485,100,0.020477278097188,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,June,12 month-ending,Number of Deaths,63516,100,0.014169658038919,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,July,12 month-ending,Number of Deaths,63679,100,0.012563011353822,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,August,12 month-ending,Number of Deaths,63740,100,0.014119861939128,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,September,12 month-ending,Number of Deaths,63926,100,0.017207396051685,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,October,12 month-ending,Number of Deaths,63893,100,0.018781400153381,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,November,12 month-ending,Number of Deaths,64027,100,0.02811313976916,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2017,December,12 month-ending,Number of Deaths,64202,100,0.028036509766051,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,
MO,2018,January,12 month-ending,Number of Deaths,64834,100,0.024678409476509,Missouri,Underreported due to incomplete data.,*,
MO,2018,February,12 month-ending,Number of Deaths,64989,100,0.021542107125821,Missouri,Underreported due to incomplete data.,*,
MO,2018,March,12 month-ending,Number of Deaths,64922,100,0.02310464865531,Missouri,Underreported due to incomplete data.,*,
MO,2018,April,12 month-ending,Number of Deaths,65318,100,0.021433601763679,Missouri,Underreported due to incomplete data.,*,
MO,2018,May,12 month-ending,Number of Deaths,65423,100,0.024456230989102,Missouri,Underreported due to incomplete data.,*,
MO,2018,June,12 month-ending,Number of Deaths,65466,100,0.025967677878594,Missouri,Underreported due to incomplete data.,*,
MO,2018,July,12 month-ending,Number of Deaths,65361,100,0.027539358332951,Missouri,Underreported due to incomplete data.,*,
MO,2018,August,12 month-ending,Number of Deaths,65532,100,0.027467496795459,Missouri,Underreported due to incomplete data.,*,
MO,2018,September,12 month-ending,Number of Deaths,65585,100,0.024395822215446,Missouri,Underreported due to incomplete data.,*,
MO,2015,January,12 month-ending,Number of Drug Overdose Deaths,1108,100,0.018061804210042,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1113
MO,2015,February,12 month-ending,Number of Drug Overdose Deaths,1107,100,0.016265981326653,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1112
MO,2015,March,12 month-ending,Number of Drug Overdose Deaths,1092,100,0.019427849822721,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1097
MO,2015,April,12 month-ending,Number of Drug Overdose Deaths,1072,100,0.019372023569295,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1077
MO,2015,May,12 month-ending,Number of Drug Overdose Deaths,1093,100,0.024139817824842,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1099
MO,2015,June,12 month-ending,Number of Drug Overdose Deaths,1116,100,0.029007461363673,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1123
MO,2015,July,12 month-ending,Number of Drug Overdose Deaths,1103,100,0.02891241145574,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1110
MO,2015,August,12 month-ending,Number of Drug Overdose Deaths,1070,100,0.028885964630741,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1076
MO,2015,September,12 month-ending,Number of Drug Overdose Deaths,1081,100,0.028795392737162,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1087
MO,2015,October,12 month-ending,Number of Drug Overdose Deaths,1071,100,0.027169135861661,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1077
MO,2015,November,12 month-ending,Number of Drug Overdose Deaths,1090,100,0.030380070673638,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1097
MO,2015,December,12 month-ending,Number of Drug Overdose Deaths,1087,100,0.029034599564481,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1094
MO,2016,January,12 month-ending,Number of Drug Overdose Deaths,1096,100,0.027675126573005,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1102
MO,2016,February,12 month-ending,Number of Drug Overdose Deaths,1121,100,0.027784133625339,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1128
MO,2016,March,12 month-ending,Number of Drug Overdose Deaths,1129,100,0.027905907844843,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1136
MO,2016,April,12 month-ending,Number of Drug Overdose Deaths,1150,100,0.027851046052524,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1157
MO,2016,May,12 month-ending,Number of Drug Overdose Deaths,1147,100,0.022964372416508,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1153
MO,2016,June,12 month-ending,Number of Drug Overdose Deaths,1157,100,0.024535863253456,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1163
MO,2016,July,12 month-ending,Number of Drug Overdose Deaths,1192,100,0.02454268791518,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1198
MO,2016,August,12 month-ending,Number of Drug Overdose Deaths,1236,100,0.0244622384579,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1243
MO,2016,September,12 month-ending,Number of Drug Overdose Deaths,1247,100,0.024481402294723,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1254
MO,2016,October,12 month-ending,Number of Drug Overdose Deaths,1288,100,0.022803902725066,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1295
MO,2016,November,12 month-ending,Number of Drug Overdose Deaths,1329,100,0.017912100438032,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1335
MO,2016,December,12 month-ending,Number of Drug Overdose Deaths,1386,100,0.017774043433299,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1392
MO,2017,January,12 month-ending,Number of Drug Overdose Deaths,1394,100,0.020745894706605,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1401
MO,2017,February,12 month-ending,Number of Drug Overdose Deaths,1388,100,0.025346534653465,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1396
MO,2017,March,12 month-ending,Number of Drug Overdose Deaths,1415,100,0.022028857803723,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1422
MO,2017,April,12 month-ending,Number of Drug Overdose Deaths,1403,100,0.020522535322441,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1410
MO,2017,May,12 month-ending,Number of Drug Overdose Deaths,1403,100,0.020477278097188,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1410
MO,2017,June,12 month-ending,Number of Drug Overdose Deaths,1403,100,0.014169658038919,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1408
MO,2017,July,12 month-ending,Number of Drug Overdose Deaths,1395,100,0.012563011353822,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1400
MO,2017,August,12 month-ending,Number of Drug Overdose Deaths,1392,100,0.014119861939128,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1397
MO,2017,September,12 month-ending,Number of Drug Overdose Deaths,1421,100,0.017207396051685,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1427
MO,2017,October,12 month-ending,Number of Drug Overdose Deaths,1428,100,0.018781400153381,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1434
MO,2017,November,12 month-ending,Number of Drug Overdose Deaths,1407,100,0.02811313976916,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1415
MO,2017,December,12 month-ending,Number of Drug Overdose Deaths,1398,100,0.028036509766051,Missouri,Numbers may differ from published reports using final data. See Technical Notes.,**,1406
MO,2018,January,12 month-ending,Number of Drug Overdose Deaths,1396,100,0.024678409476509,Missouri,Underreported due to incomplete data.,*,1395
MO,2018,February,12 month-ending,Number of Drug Overdose Deaths,1406,100,0.021542107125821,Missouri,Underreported due to incomplete data.,*,1410
MO,2018,March,12 month-ending,Number of Drug Overdose Deaths,1407,100,0.02310464865531,Missouri,Underreported due to incomplete data.,*,1415
MO,2018,April,12 month-ending,Number of Drug Overdose Deaths,1442,100,0.021433601763679,Missouri,Underreported due to incomplete data.,*,1449
MO,2018,May,12 month-ending,Number of Drug Overdose Deaths,1457,100,0.024456230989102,Missouri,Underreported due to incomplete data.,*,1465
MO,2018,June,12 month-ending,Number of Drug Overdose Deaths,1498,100,0.025967677878594,Missouri,Underreported due to incomplete data.,*,1509
MO,2018,July,12 month-ending,Number of Drug Overdose Deaths,1529,100,0.027539358332951,Missouri,Underreported due to incomplete data.,*,1543
MO,2018,August,12 month-ending,Number of Drug Overdose Deaths,1565,100,0.027467496795459,Missouri,Underreported due to incomplete data.,*,1584
MO,2018,September,12 month-ending,Number of Drug Overdose Deaths,1572,100,0.024395822215446,Missouri,Underreported due to incomplete data.,*,1587
MS,2015,January,12 month-ending,Number of Deaths,29715,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,February,12 month-ending,Number of Deaths,29969,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,March,12 month-ending,Number of Deaths,30211,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,April,12 month-ending,Number of Deaths,30303,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,May,12 month-ending,Number of Deaths,30541,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,June,12 month-ending,Number of Deaths,30703,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,July,12 month-ending,Number of Deaths,30921,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,August,12 month-ending,Number of Deaths,31052,100,0.003220404482803,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,September,12 month-ending,Number of Deaths,31070,100,0.003218538783392,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,October,12 month-ending,Number of Deaths,31167,100,0.003208521833991,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,November,12 month-ending,Number of Deaths,31127,100,0.009637934911813,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2015,December,12 month-ending,Number of Deaths,31006,100,0.009675546668387,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,January,12 month-ending,Number of Deaths,31049,100,0.016103578215079,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,February,12 month-ending,Number of Deaths,30918,100,0.01940617116243,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,March,12 month-ending,Number of Deaths,30894,100,0.025894995792063,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,April,12 month-ending,Number of Deaths,30800,100,0.029220779220779,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,May,12 month-ending,Number of Deaths,30752,100,0.039021852237253,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,June,12 month-ending,Number of Deaths,30689,100,0.045618951415817,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,July,12 month-ending,Number of Deaths,30590,100,0.062111801242236,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,August,12 month-ending,Number of Deaths,30681,100,0.07170561585346,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,September,12 month-ending,Number of Deaths,30644,100,0.081582038898316,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,October,12 month-ending,Number of Deaths,30712,100,0.094425631674915,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,November,12 month-ending,Number of Deaths,30844,100,0.097263649332123,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2016,December,12 month-ending,Number of Deaths,31016,100,0.119293267990714,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,January,12 month-ending,Number of Deaths,30972,100,0.122691463257135,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,February,12 month-ending,Number of Deaths,30969,100,0.129161419484,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,March,12 month-ending,Number of Deaths,31002,100,0.125798335591252,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,April,12 month-ending,Number of Deaths,31037,100,0.154654122498953,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,May,12 month-ending,Number of Deaths,30992,100,0.151652039235932,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,June,12 month-ending,Number of Deaths,31065,100,0.167390954450346,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,July,12 month-ending,Number of Deaths,31121,100,0.163876482118184,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,August,12 month-ending,Number of Deaths,30965,100,0.171160988212498,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,September,12 month-ending,Number of Deaths,31032,100,0.186903841196185,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,October,12 month-ending,Number of Deaths,31050,100,0.202898550724638,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,November,12 month-ending,Number of Deaths,31162,100,0.202169308773506,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2017,December,12 month-ending,Number of Deaths,31460,100,0.222504767959313,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,
MS,2018,January,12 month-ending,Number of Deaths,32032,100,0.24975024975025,Mississippi,Underreported due to incomplete data.,*,
MS,2018,February,12 month-ending,Number of Deaths,32078,100,0.264979113411061,Mississippi,Underreported due to incomplete data.,*,
MS,2018,March,12 month-ending,Number of Deaths,31977,100,0.281452293836195,Mississippi,Underreported due to incomplete data.,*,
MS,2018,April,12 month-ending,Number of Deaths,32061,100,0.26511961573251,Mississippi,Underreported due to incomplete data.,*,
MS,2018,May,12 month-ending,Number of Deaths,31944,99.5+,0.288004007012271,Mississippi,Underreported due to incomplete data.,*,
MS,2018,June,12 month-ending,Number of Deaths,31979,99.5+,0.290815847900184,Mississippi,Underreported due to incomplete data.,*,
MS,2018,July,12 month-ending,Number of Deaths,31931,99.5+,0.297516519996242,Mississippi,Underreported due to incomplete data.,*,
MS,2018,August,12 month-ending,Number of Deaths,32009,99.5+,0.309288012746415,Mississippi,Underreported due to incomplete data.,*,
MS,2018,September,12 month-ending,Number of Deaths,32007,99.5+,0.315555972131096,Mississippi,Underreported due to incomplete data.,*,
MS,2015,January,12 month-ending,Number of Drug Overdose Deaths,302,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,303
MS,2015,February,12 month-ending,Number of Drug Overdose Deaths,302,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,303
MS,2015,March,12 month-ending,Number of Drug Overdose Deaths,307,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,308
MS,2015,April,12 month-ending,Number of Drug Overdose Deaths,322,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,323
MS,2015,May,12 month-ending,Number of Drug Overdose Deaths,328,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,329
MS,2015,June,12 month-ending,Number of Drug Overdose Deaths,329,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,330
MS,2015,July,12 month-ending,Number of Drug Overdose Deaths,343,100,0,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,344
MS,2015,August,12 month-ending,Number of Drug Overdose Deaths,348,100,0.003220404482803,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,349
MS,2015,September,12 month-ending,Number of Drug Overdose Deaths,337,100,0.003218538783392,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,338
MS,2015,October,12 month-ending,Number of Drug Overdose Deaths,331,100,0.003208521833991,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,332
MS,2015,November,12 month-ending,Number of Drug Overdose Deaths,325,100,0.009637934911813,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,326
MS,2015,December,12 month-ending,Number of Drug Overdose Deaths,333,100,0.009675546668387,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,334
MS,2016,January,12 month-ending,Number of Drug Overdose Deaths,338,100,0.016103578215079,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,340
MS,2016,February,12 month-ending,Number of Drug Overdose Deaths,335,100,0.01940617116243,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,337
MS,2016,March,12 month-ending,Number of Drug Overdose Deaths,334,100,0.025894995792063,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,336
MS,2016,April,12 month-ending,Number of Drug Overdose Deaths,322,100,0.029220779220779,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,324
MS,2016,May,12 month-ending,Number of Drug Overdose Deaths,323,100,0.039021852237253,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,326
MS,2016,June,12 month-ending,Number of Drug Overdose Deaths,320,100,0.045618951415817,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,323
MS,2016,July,12 month-ending,Number of Drug Overdose Deaths,319,100,0.062111801242236,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,323
MS,2016,August,12 month-ending,Number of Drug Overdose Deaths,313,100,0.07170561585346,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,317
MS,2016,September,12 month-ending,Number of Drug Overdose Deaths,327,100,0.081582038898316,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,332
MS,2016,October,12 month-ending,Number of Drug Overdose Deaths,336,100,0.094425631674915,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,341
MS,2016,November,12 month-ending,Number of Drug Overdose Deaths,334,100,0.097263649332123,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,340
MS,2016,December,12 month-ending,Number of Drug Overdose Deaths,332,100,0.119293267990714,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,339
MS,2017,January,12 month-ending,Number of Drug Overdose Deaths,329,100,0.122691463257135,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,336
MS,2017,February,12 month-ending,Number of Drug Overdose Deaths,323,100,0.129161419484,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,330
MS,2017,March,12 month-ending,Number of Drug Overdose Deaths,327,100,0.125798335591252,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,334
MS,2017,April,12 month-ending,Number of Drug Overdose Deaths,334,100,0.154654122498953,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,342
MS,2017,May,12 month-ending,Number of Drug Overdose Deaths,329,100,0.151652039235932,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,337
MS,2017,June,12 month-ending,Number of Drug Overdose Deaths,331,100,0.167390954450346,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,340
MS,2017,July,12 month-ending,Number of Drug Overdose Deaths,327,100,0.163876482118184,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,336
MS,2017,August,12 month-ending,Number of Drug Overdose Deaths,315,100,0.171160988212498,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,324
MS,2017,September,12 month-ending,Number of Drug Overdose Deaths,318,100,0.186903841196185,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,327
MS,2017,October,12 month-ending,Number of Drug Overdose Deaths,319,100,0.202898550724638,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,329
MS,2017,November,12 month-ending,Number of Drug Overdose Deaths,330,100,0.202169308773506,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,340
MS,2017,December,12 month-ending,Number of Drug Overdose Deaths,329,100,0.222504767959313,Mississippi,Numbers may differ from published reports using final data. See Technical Notes.,**,340
